#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,612114,1,612114,612114,612114.00
PRICING|buildMarket(),8388,1,8388,8388,8388.00
PRICING|buildPortfolio(),27054,1,27054,27054,27054.00
