#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,214862,1,214862,214862,214862.00
PRICING|buildMarket(),197527,1,197527,197527,197527.00
PRICING|buildPortfolio(),14432,1,14432,14432,14432.00
XVA|Run XVAAnalytic,63190204,1,63190204,63190204,63190204.00
