#TradeId,ResultId,ResultType,ResultValue
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-09-26,double,4742.670229
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-09-27,double,4743.104700
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-09-30,double,4744.408178
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-01,double,4744.842691
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-02,double,4745.277215
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-03,double,4745.711749
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-04,double,4746.146294
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-07,double,4747.449991
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-08,double,4747.884577
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-09,double,4748.319174
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-10,double,4748.753782
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-11,double,4749.188399
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-10-15,double,4750.926975
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-08-07,double,4337.500000
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-16,double,4368.707755
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-17,double,4369.164787
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-18,double,4369.621867
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-19,double,4370.078994
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-20,double,4370.536169
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-23,double,4371.907982
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-24,double,4372.365348
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-25,double,4372.822762
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-26,double,4373.280225
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-27,double,4373.737735
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-30,double,4375.110552
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-10-31,double,4375.568254
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-11-01,double,4376.026003
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-11-02,double,4376.483800
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-11-03,double,4376.941646
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-11-06,double,4378.315469
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-11-07,double,4378.773505
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-11-08,double,4379.231590
