#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,17796587,1,17796587,17796587,17796587.00
PRICING|buildMarket(),8176,1,8176,8176,8176.00
PRICING|buildPortfolio(),325691,1,325691,325691,325691.00
