#TradeId,ResultId,ResultType,ResultValue
1:EquityOption,isdaAssetClass,string,Equity
1:EquityOption,isdaBaseProduct,string,Other
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-12,double,4610.135048
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-16,double,4612.608740
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-17,double,4613.228262
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-18,double,4613.838804
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-19,double,4614.449783
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-22,double,4616.054163
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-23,double,4616.587959
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-24,double,4617.121257
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-25,double,4617.654056
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-26,double,4618.186355
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-29,double,4619.780257
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-30,double,4620.310558
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-01-31,double,4620.840359
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-01,double,4621.415629
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-02,double,4621.990926
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-05,double,4623.716981
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-06,double,4624.292387
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-07,double,4624.867820
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-08,double,4625.443279
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-09,double,4626.018766
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-12,double,4627.745389
4:AsianBasketOption,BlackScholes.Forward_EQ-RIC:.SPX_2024-02-13,double,4628.320984
