#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,1046696,1,1046696,1046696,1046696.00
PRICING|buildMarket(),198418,1,198418,198418,198418.00
PRICING|buildPortfolio(),424860,1,424860,424860,424860.00
XVA|Run XVAAnalytic,222435329,1,222435329,222435329,222435329.00
