#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,29189692,1,29189692,29189692,29189692.00
PRICING|buildMarket(),8284,1,8284,8284,8284.00
PRICING|buildPortfolio(),322980,1,322980,322980,322980.00
