#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,223399,1,223399,223399,223399.00
PRICING|buildMarket(),204807,1,204807,204807,204807.00
PRICING|buildPortfolio(),14789,1,14789,14789,14789.00
XVA|Run XVAAnalytic,92232003,1,92232003,92232003,92232003.00
